項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
10994,王品餐飲股份有限公司享鴨板橋縣民大道店,新北市板橋區縣民大道二段1號,-,111/9/7,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10995,王品餐飲股份有限公司享鴨臺北忠孝東店(享鴨),臺北市大安區忠孝東路四段128號2樓、130號2樓、132號2樓,大辣椒,111/7/6,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10996,王品餐飲股份有限公司初瓦台北捷運西門店（初瓦）,臺北市萬華區中華路1段90號2樓,,113/9/11,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10997,王品餐飲股份有限公司初瓦台北捷運西門店（初瓦）,臺北市萬華區中華路1段90號2樓,-,113/9/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10998,王品餐飲股份有限公司原燒-三重龍門分公司,新北市三重區龍門路8號4樓,–,110/12/28,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10999,王品餐飲股份有限公司原燒三重龍門分公司,新北市三重區龍門路8，10，12號4樓,松阪豬,110/3/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11000,王品餐飲股份有限公司原燒新莊中正分公司,新北市新莊區中正路425號2樓,01無皮五花肉(凍)(國產豬),111/7/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11001,王品餐飲股份有限公司原燒新莊中正分公司,新北市新莊區中正路425號2樓,大成洗選蛋,110/8/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11002,王品餐飲股份有限公司和牛涮台北忠孝東店(和牛涮台北忠孝東店),臺北市大安區忠孝東路四段128號2樓,鵝白菜,112/7/7,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11003,王品餐飲股份有限公司和牛涮板橋文化店(和牛涮板橋文化店),新北市板橋區文化路一段280號2樓,-,111/12/16,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11004,王品餐飲股份有限公司嚮辣台北捷運西門店（嚮辣）,臺北市萬華區中華路1段90號2樓,,113/9/11,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11005,王品餐飲股份有限公司禾七蘆洲家樂福店,新北市三重區五華街282號4樓,–,110/12/28,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11006,王品餐飲股份有限公司聚鍋板橋捷運江子翠店(市招:日式聚鍋物),新北市板橋區文化路2段182巷3弄79號3樓,豬梅花肉(原產地:丹麥),112/8/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11007,王品餐飲股份有限公司聚鍋板橋捷運江子翠店(市招:日式聚鍋物),新北市板橋區文化路2段182巷3弄79號3樓,­,112/9/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11008,王品餐飲股份有限公司聚鍋板橋捷運江子翠店(市招:日式聚鍋物),新北市板橋區文化路二段182巷3弄79號3樓,牛肉,112/9/12,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11009,王品餐飲股份有限公司西堤新莊新泰分公司,新北市新莊區新泰路303號2樓,蜜桃烏龍茶(無糖),112/9/23,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11010,王品餐飲股份有限公司陶板屋樹林中山店,新北市樹林區中山路一段100號2樓,嫩化進口梅花肉切片(西班牙豬),111/6/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11011,王品餐飲股份有限公司青花驕台北中山北店,臺北市中山區中山北路1段137號,帶皮豬五花,111/10/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11012,王哥牛肉,新北市新莊區新莊路315號,冷凍牛肉(紐西蘭),111/6/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11013,王哥肉品,新北市新莊區公園路130號1樓,,111/11/15,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11014,王哥肉品,新北市新莊區公園路130號,台灣雞胸火鍋片,111/11/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11015,王哥肉品商店,新北市新莊區新樹路69之56號1-2樓,丹麥豬梅肉,110/1/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11016,王哥豬肉,新北市新莊區新莊路315號,豬肉,110/2/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11017,王子哥平價牛排館,新北市三峽區和平街95號1樓,-,112/11/28,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
11018,王子哥平價牛排館,新北市三峽區和平街95號1樓,-,112/11/7,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
11019,王師父食品有限公司,新北市永和區中山路1段283號,南棗核桃(奶素),114/2/11,防腐劑、著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11020,王師父食品有限公司,新北市中和區中原里立德街52巷6號2樓,金月娘,113/7/1,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11021,王師父食品有限公司,新北市中和區中原里立德街52巷6號2樓,-,113/7/16,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11022,王座國際餐飲股份有限公司,新北市蘆洲區中山一路8號4樓,-,114/9/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11023,王座國際餐飲股份有限公司,新北市蘆洲區中山一路8號4樓,-,114/8/27,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11024,王座國際餐飲股份有限公司(銀座杏子日式豬排-北車微風店),臺北市中正區北平西路3號2樓(53櫃位),-,112/9/11,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11025,王座國際餐飲股份有限公司(銀座杏子日式豬排-北車微風店),臺北市中正區北平西路3號2樓(53櫃位),-,112/9/19,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11026,王木木有限公司(味自慢牛排店),台北市中正區汀州路三段275號1樓,-,113/1/10,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
11027,王木木有限公司(味自慢牛排店),台北市中正區汀州路三段275號1樓,-,113/1/18,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
11028,王胭脂,新北市淡水區民生路52巷12弄,紅龜粿,111/2/8,防腐劑、著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11029,王記府城碗粿店(市招:王記府城肉粽),臺北市松山區三民路101巷2號之4,菜粽,110/4/19,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11030,王記府城碗粿店(市招:王記府城肉粽),台北市松山區三民路101巷2號之4,-,110/4/19,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11031,王記府城肉粽有限公司,新北市汐止區大同路3段369巷36號1樓,豬五花肉角,110/3/29,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11032,王記府城肉粽有限公司,新北市汐止區大同路3段369巷36號1樓,-,110/4/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11033,王記府城肉粽有限公司汐止廠,新北市汐止區大同路3段369巷36號1樓,–,114/4/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11034,王記府城肉粽有限公司汐止廠,新北市汐止區大同路3段369巷36號1樓,豬肉(台灣豬),113/4/1,乙型受體素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11035,王記府城肉粽有限公司汐止廠,新北市汐止區大同路3段369巷36號1樓,鴨蛋黃,112/3/29,防腐劑、蘇丹色素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11036,王記府城肉粽有限公司汐止廠,新北市汐止區大同路3段369巷36號1樓,,113/4/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11037,王記府城肉粽有限公司汐止廠,新北市汐止區大同路3段369巷36號1樓,-,112/4/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11038,玖五牛肉麵興安店(宜霞小吃店),台北市松山區興安街220號1樓,滷米血糕,111/1/11,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11039,玖五牛肉麵興安店(宜霞小吃店),台北市松山區興安街220號,-,111/1/21,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11040,玖佰號火鍋烤豬五花專門店(玖佰號),臺北市萬華區忠德里寶興街163號１樓,-,114/8/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11041,玖佰號火鍋烤豬五花專門店(玖佰號),臺北市萬華區忠德里寶興街163號１樓,泡菜,114/7/29,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11042,玖佰號火鍋烤豬五花專門店(玖佰號),臺北市萬華區忠德里寶興街163號１樓,-,114/7/30,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11043,玖億珍鮮食品有限公司,新北市樹林區大安路538號2樓,COSTA梅花肉(真空包),110/3/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11044,玖里家禽行,臺北市萬華區環河南路2段245號,烏骨雞,113/7/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11045,玥常瑄商行華齡店(翻白眼士林華齡店),臺北市士林區華齡街20號,富士蘋果,111/3/4,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11046,玥盛股份有限公司中央分公司,新北市土城區中央路2段39號1樓,明治成長配方食品,113/6/4,放射性核種,合格,,,嬰幼兒食品類,未明確標示,info,原始資料未提供有效法條資訊
11047,玥盛股份有限公司松山分公司(營養銀行),臺北市信義區松山路291號,育樂嬰兒奶粉,110/9/27,食品微生物,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11048,玥盛股份有限公司松山分公司(營養銀行),臺北市信義區松山路291號,雀巢能恩水解1部分水解蛋白嬰兒營養配方奶粉,110/10/4,食品微生物,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11049,玥盛股份有限公司樂利分公司,臺北市大安區樂利路82號,香蕉爆米球,113/5/3,重金屬,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11050,玥盛股份有限公司樂利分公司(營養銀行),臺北市大安區樂利路82號,優生A+全護系列親舒消化部分水解蛋白配方奶粉,110/9/15,食品微生物,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11051,玥盛股份有限公司樂利分公司(營養銀行),臺北市大安區樂利路82號,貝比卡兒添加鐵質嬰兒羊奶粉,110/9/22,食品微生物,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11052,玥盛股份有限公司樹林分公司,新北市樹林區長壽街8號1樓,mumu元氣南瓜粥,112/9/18,重金屬,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
11053,玥盛股份有限公司樹欣分公司,新北市樹林區樹新路125號,明治成長配方食品,114/11/3,放射性核種,合格,,,嬰幼兒食品類,未明確標示,info,原始資料未提供有效法條資訊
11054,玨品有限公司,新北市三重區光復路1段132號,DC梅肉捲(豬),110/11/4,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11055,玨品有限公司,新北市三重區光復路1段132號,豬梅花,110/3/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11056,玫瑰廚房,臺北市內湖區潭美街291號1樓,特選雪花牛肉片,114/9/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11057,玫瑰廚房,臺北市內湖區潭美街291號1樓,紐西蘭嫩肩小羊肉片,114/1/8,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11058,玫瑰廚房,臺北市內湖區潭美街291號,美國CAB嫩肩燒烤片250g,112/9/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11059,玫瑰廚房,臺北市內湖區潭美街291號1樓,美國(藏)修清CAB肋眼,110/3/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11060,玲香食品餐飲店,新北市板橋區宮口街22號,紅白小湯圓,112/10/31,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11061,玲香食品餐飲店(全香豆花),新北市板橋區宮口街22號,熟紅白湯圓,111/4/22,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11062,珅澧實業有限公司,新北市板橋區文化路1段325號1樓,豬五花,110/10/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11063,珍典食品有限公司,新北市中和區中山路2段380巷33號1-3樓,豬下肉,110/4/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11064,珍合味香醇鍋,新北市中和區景平路419號1樓,冷凍豬肉片,110/11/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11065,珍品九如麵食館,台北市信義區忠孝東路5段141號1樓,–,114/5/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11066,珍品九如麵食館,台北市信義區忠孝東路5段141號1樓,湖州鮮肉粽,114/4/15,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11067,珍品九如麵食館,台北市信義區忠孝東路5段141號1樓,五花肉,114/4/16,乙型受體素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11068,珍品九如麵食館,臺北市信義區忠孝東路5段141號1樓,小湯圓,113/10/24,順丁烯二酸與順丁烯二酸酐總量,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
11069,珍品九如麵食館,臺北市信義區忠孝東路5段141號1樓,栗子,112/5/10,殺菌劑、漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
